comment,True_Label,Predict
Chất liệu không mát lắm nhưng đường may khá cẩn thận và màu sắc + hình in đẹp nên vẫn ok ạ.,3,3
Giao hang cham.hang k dung size.,1,1
Chất lượng ổn.,5,5
Lần trc mua mỗi bên đều full keo.,2,2
Form xấu.,2,2
"Quần mặc như không ý, rất thích.",4,3
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,4,5
"Thiết kế chưa thông minh, lúc bóc ra khó khăn.",5,5
Nói chung tuyệt vời.,5,5
Sp đẹp như hình.,4,5
Áo đẹp lắm.Giống như hình.Chât vải đẹp.,4,5
Áo hơi nhỏ.,2,2
Đóng gói chưa cẩn thận lắm😩.,3,3
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền.,5,5
"Áo form rộng lắm nha mọi người, chất liệu mình ko biết là gì mà nhìn dạng như phi bóng á, cô chủ bán hàng dễ thương.",5,5
Chắc chắn sẽ mua thêm vì thấy ưng quá trờiiiii.,5,5
Đáng nhẽ là ko đc * nào ấy ạ.,1,1
"Chất mịn rất đẹp,nhưng quần hơi mỏng. shop phục vụ rất tốt còn đc tặng quà nữa . sẽ ủng hộ shop dài dài.",5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Sẽ ủng hộ shop dài dài.,4,5
"Thời gian giao hàng rất nhanh ( vi diệu ), hơi dính bụi bẩn nhưng mà rất đáng tiền❤️.",4,4
Ok dung chat luong .dung mota toi hai long.,5,5
Do gói hàng túi hơn méo mất form.vân cho 5*.,4,4
"Chất lượng sản phẩm tạm được, ví khá nhỏ, các ngăn chỉ để được thẻ chứ k để vừa cmnd Giá cả chấp nhận được Giá cả chấp nhận được.",3,3
Chất lượng đẹp.,4,5
"Quần short đũi chất mát và form xinh, mặc vừa vặn ko bị kích (size M).",4,4
"Áo dáng rất đẹp, mình 53kg mặc vẫn rộng rãi thoải mái, có nón trùm đc cả đầu, mình rất hài lòng.",5,5
Nên nhìn cặp hơi thô.,2,2
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền, giao hàng hơi lâu tí, tại bị delay, nhưng thôi k sao.",4,4
Mỏng tiền nào của đó.,2,2
Sp như hình.,4,5
Chất lượng sản phẩm ok.,4,5
Chất lượng sản phẩm tuyệt vời vai rat dep.,5,5
Mở bịch ra thì bộ đồ nhàu rất mất thẩm mỹ.,1,1
"Sp giống hình, thời gian giao khá lâu, nội thành HN mất 4-5 hôm.",3,3
Khá hài lòng với sp.,4,5
Áo đẹp!!!,5,5
áo đep.,4,4
Cộng thêm shop đóng gói sản phẩm cẩn thận kĩ lưỡng.,5,5
Sẽ ủng hộ tiếp ạ ^^.,5,5
Cảm ơn shop.,5,5
"Mua cùng combo quần đc tặng bộ đĩa thần đồng trong nôi nhưng VẪN CHƯA NHẬN ĐC QUÀ TẶNG, SHOP NÓI SẼ NHẬN ĐC SAU 24H ĐĂNG KÝ MAIL NHƯNG ĐẾN NAY GẦN 2 NGÀY RỒI VẪN KHÔNG NHẬN ĐC.",2,2
"Mua 2 hộp phấn mắt, hộp 07 Kiss mặt phấn mới, hộp 05 Joy jam mặt phấn như đã qua sử dụng.",1,1
"Đang đeo và cảm thấy khá hài lòng , minh hien da tháo thanh nối và cài đến nấc thứ 2, chủ shop tư vấn nhiệt tình các bạn nên muap.",4,4
Mỏng như ko mac.,1,1
Cũng dk.,4,3
Đóng gói sản phẩm chắc chắn.hàng đúng như hình của sản phẩm.,4,5
Đã nhận được hàng.,4,5
"Mình mua trên shopee rất nhiều sản phẩm nhưng đây là sản phẩm mà lúc mình mở ra mình kg nói nên lời vì quá thích từ cách đóng gói cho đến chất vải,các bạn nên mua vì khi bạn sờ vào nó bạn sẽ kg hối hận khi mua sản phẩm này đâu, ủng hộ shop độ uy tín và chất lượng, chúc shop buôn may bán đắt,ngàn * 👍.",5,5
Tks shop nhé.,5,5
mua thì sz 27 nhưng shop giao sz 26 mà mặc rộng cả khúc.,3,3
"Lần đầu mua quần áo trên shopee cũng may mua đúng shop bán đồ đẹp, giá rẻ, shop cực dễ thương.",5,5
"Rất đáng tiền, giao hàng hơi chậm.",4,4
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Áo dễ thương.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn đặt lần 2 rất ưng.,5,5
Áo đẹp .,5,5
Chất lượng móng bt so với giá tiền.,3,3
Màu tối hơn xíu xiu so với ảnh thôi ạ.,4,4
Đường may chưa cẩn thận.,3,3
"Không giống hình, vải xấu.",1,1
"Hàng tốt, mua dc giá rẻ nữa nên ưng cái bụng lắm ạ, sẽ ủng hộ Thời gian giao hàng rất nhanh.",5,5
"Thời gian giao hàng nhanh, chữ trên tay áo bị lem.",4,4
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,5,5
"Áo ngực mặc đẹp, thoái mái.",5,5
Vì ở phía trong vải nên phải sờ bằng tay mới thấy.,3,3
Chất ok Rất đáng tiền.,4,4
Mặc dù đã ib và tha thiết yêu cầu shop che tên sản phẩm giùm nhưg khi GHN là ng quen giao hàng tới hiện cái tên sp lù lù ngượng chín cả mặt 😡😡😡.,1,1
"Chỉ thừa hơi nhiều, sản phẩm khá ổn.",4,4
Giao hàng nhanh.,4,5
Chất lượng sản phẩm tuyệt vời Chất liệu đẹp.,5,5
Chưa uống nên ko biết chất lượng thế nào.,3,3
Chất lượng nói lên tất cả.quá tuyệt.chủ shop rất có tâm vui tính nữa.ủng hộ shop dài dài.,4,4
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tốt.,5,5
"Rất ưng ý, thanks shop😍.",4,5
Chất lượng sản phẩm tuyệt vời Bao bì tuyệt vời Chất lượng dịch vụ bán hàng tuyệt vời.,5,5
Shop ko nhiệt tình.,2,2
"Thất vọng, sản phẩm không giống như hình.",2,2
Shop phục vụ tận tình.,4,5
Triệu sao cho shop!,5,5
Thời gian giao hàng hơi chậm nhưng Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn.,4,4
Chất đc.,2,2
"Áo mặc ôm ngực, chắc lưng mình mập nên bị chật.",4,4
5 sao cho dịch vụ chăm sóc khách hàng 👍.,5,5
Chất lượng sản phẩm tuyệt vời.,5,5
Màu đẹp nhưng vải hơi mỏng.,4,4
"Ko ưng ý lắm cách phục vụ, đã chọn lấy quần đen vẫn xếp quần ghi cho khách.",1,1
Chất lượng ok lắm nha.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,5,5
chờ hơi lâu xíu nhưng mà nhận áo về phải nói là ưng cực luônnn.,5,5
"Màu hồng đẹp hơn màu xanh đen,cũng tạm được , hợp giá tiền.",5,5
Chất sơn in lên áo k đc đẹp.,2,2
Áo basic chất vải mỏng mát nhẹ mặc hơi rộng xí nhưng mọi thứ đều ok giao hàng nhanh quá 😅 Chất lượng sản phẩm tuyệt vời.,5,5
Ok cũng được.,4,5
Chưa ăn nhưng nhìn thôi đã thấy ngon rồi.,4,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.,4,5
Giao hang k dung.,2,1
Thun tốt.,4,4
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Vải áo hơi mỏng.,4,4
"Giống hình , đẹp.",4,5
Triệu like cho shop ý😙😙.,5,5
Hai cái áo rất đẹp vừa rẻ vừa chất lượng.,5,5
"Sản phẩm rất đẹp ,giống như hình.",5,5
Chất vải mặc vào khá ngứa.,1,1
Thơm ngon.,4,4
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,5,5
Chj chủ dễ thương.,5,5
Quá ẩu.,1,1
"Rất đáng tiềnVải đẹp nè, đáng tiền.",5,5
"Quần size bé, k nên ghi là free size, ng trên 50kg k mặc vừa.",1,1
Chất lượng sản phẩm tuyệt vời.,5,5
Bộ chất lượng phù hợp giá tiền.,5,5
"K phải màu đen, nhìn như màu xanh dương đậm.",3,3
Áo khoác vải đẹp lắm ạ giao hàng nhanh cho 5*.,5,5
Màu hơi khác 1 chút nhưng k sao.,5,5
Vượt mong đợi.,5,5
Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,5,5
"Tuyệt vời từ giá cả tới khuyến mãi , cách đóng gói và vận chuyển.",5,5
Mình sẽ đặt thêm áo.,5,1
Hàng đẹp hơn trong hình nhé.,5,5
Hàng k giống hình.,3,2
Mình mua sọc xanh nhưng shop lại gửi sọc đen :(.,2,2
Nhưng áo khiến mình hơi thất vọng.,2,2
Chất lượng sản phẩm tuyệt vời ❤️.,5,5
Chất lượng tốt mỗi chỉ không có hộp sản phẩm bên ngoài Đóng gói sản phẩm rất đẹp và chắc chắn.,4,5
Rất tệ.,1,1
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Chất lượng sản phẩm tuyệt vời.,5,5
"Vải quá mỏng cần mặc thêm váy lót bên trong, màu nhìn cũ.",1,1
Chất lượng sản phẩm tuyệt vời Cảm ơn shop nhiu lắm áo rất đẹp.,5,5
Với những sản phẩm basic như này rất khó tìm chất vải với giá tiền như thế này.,5,4
Không đáng tiền.,1,5
Đóng gói sản phẩm chắc chắn Shop phục vụ rất tốt Thời gian giao hàng nhanh.,4,4
"Giày đẹp, đế và thân đều trắng như hình.",5,5
So vs giá tiền là phù hợp.,4,4
• k có móc treo như trên ảnh quảng cáo sp của shop 😕 hơi buồn.,2,2
Màu k giống hình.,1,1
Mất thêm tiền ngu 🤣🤣🤣.,3,2
May size m hết hàng nên mạnh dạn lấy size l cuối cùng vừa zin.,5,5
Các bạn k nên mua nhea.,2,1
Đẹp.,3,5
Áo đẹp y hình !,4,4
tất sờn hết ca chưa dùng mà vay r.,2,2
Nghe gọi hoặc chơi game thì max to nghe tạm ổn haha.,5,5
Thời gian chuẩn bị hàng lâu nhưng chấp nhận được.,2,3
M đặt 2 lần mà lần trc bên trong lót bông đợt này lại k có.,2,2
Chất rất dày.,2,2
Áo phom nhỏ . 40 ký mặc vẫn chật !,1,1
Form áo không đẹp như trong hình.,2,2
"Màu da khác màu đen nhiều điểm: quai áo dày dặn hơn, không có khoá cài sau, lót trong cotton không phải chất su cả áo.",3,3
Giao hàng hơi lâu hàng như 2hand.,1,3
Chất lượng sản phẩm tuyệt vời.,5,5
"Mình rất hài lòng, cảm ơn shop.",5,5
Shop phục vụ rất tốt.,5,5
Nói chung là e nhìn là mê áo rồi đó Do.,4,4
Ao đẹp y hình dong gọi Sp rất Chac chan giao hang nhanh chu rất nhiet tinh minh se uho shop dai dai.,1,1
Đóng gói sản phẩm tạm được Không đáng tiền Chất lượng sản phẩm tuyệt vời.,4,4
Sản phẩm so với giá thành chấp nhận được.,5,5
Áo dài tới tận gối không giống hình như váy luôn ý ship 1 trả tiền 2.,1,1
Thời gian giao hàng rất nhanh.,5,5
goood.,5,5
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt áo rất đẹp.,5,5
Nhưng áo xanh thì mỏng hơn nhìn k được đẹp lắm.,2,2
Shop phục vụ rất tốt Thời gian giao hàng tạm được.,4,4
Tks shop ạ.,5,5
"Chất lượng sản phẩm tuyệt vời, chủ shop xinh gái dễ tính phục vụ chuyên nghiệp.",5,5
Hàng xấu vải ko đẹp.,2,2
"Rate 2 sao vì shop k rep inbox hủy hàng, cũng may là áo cũng đc, mình share bớt cho bạn mình 1 cái 🙂.",3,3
Áo đẹp tuyệt vời ạ.,5,5
"Đồ cực xinh yêu luôn, chị chủ dễ tính, nhiệt tình hài hước nữa.",5,5
diệt kiến rất tốt !!!!,5,5
Mặc cực kỳ thoải mái nhẹ nhàng luôn í.,5,5
Chất lượng phù hợp với giá thành.,4,4
Cảm ơn Shop nhé.,4,5
Shop Giao hàng nhanh.,4,5
Dúm vải.,1,1
Đường chỉ may hơi lỗi.,3,3
Mình tưởng 1 miếng ai ngờ shop gửi 5 miếng.,3,3
Đẹp.,5,5
"đọc feedback thấy shop hay giao thiếu số lg nhưng nghĩ chẳng may thôi nên vẫn đặt, cuối cùng đặt 15 shop giao có 14. hơi thất vọng xíu nhưng vì shop nhiệt tình xin lỗi nên rate 4*.",4,4
Chất lượng sản phẩm tạm được Hàng giao cho khách không kiểm tra kỹ gì bị thủng 1 lỗ chán Đóng gói sản phẩm tạm được.,2,2
Hàng như hình!,3,5
"Thời gian giao hàng rất nhanh, vải đẹp.",3,3
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Quần đẹp ạ.,4,5
Đẹp lắm ạ rất đáng tiền giao hàng rất nhanh luôn.,4,4
Chất lượng sản phẩm tuyệt vời.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.,5,5
"Giao hàng rất nhanh, phản hồi nhanh, cho shop 5 sao.",5,5
Khác hoàn toàn ảnh.,1,2
"hàng giao k có móc hình gấu, chất da ok ,đường may đẹp, khóa hơi dít chút. chất lượng tốt so vs giá thành.",4,4
Đẹp lại rẻ.,5,5
Could be better.,1,1
Giao hàng nhanh.,4,5
Sản phẩm rất ok.ae ytam nhé.,5,5
Yên tâm và hài lòng tuyệt đối.,5,5
Minh cao 1m55 đắp vừa.tháo mền ra còn gối nằm vẫn OK.,4,4
Đồ đẹp lắm rất vừa.,5,5
Rất đẹp và chắc chắn.,5,5
"Quần mặc siêu đẹp, siêu ưng.",5,5
K thích chế độ nháy.,3,2
"Chất lượng sản phẩm tuyệt vời,giao hàng nhanh,rửa sạch mỗi tội mùi này mình k thích lắm.",2,2
"Chỉ có ảnh đầu là đúng, các ảnh sau (có màn hình LED) là của máy AF2005.",1,1
Thời gian giao hàng nhanh.,4,5
"Rất đáng tiền, ưng ạ.",5,5
Quá dễ thương luôn.,4,5
Chất luog ổn.,3,3
Màu như hình.,4,1
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Vải áo phần màu trắng vải thô ko đc đẹp Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt.,3,3
"Sản phẩm ok, riêng shipper giao hàng, ý thức thấp kém, nói chuyện với Khách hàng giọng điệu đe nẹt và như “mẹ thiên hạ”.",5,5
Chất lượng sản phẩm rất kém!,1,1
"Chủ shop rất có trách nhiệm, chủ động liên hệ hướng dẫn sử dụng rất nhiệt tình.",5,5
Đáng đồng tiền.,5,5
"Chất lượng sản phẩm tuyệt vời , shop rất dễ thương .",5,5
YÊU.,3,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền.,5,5
Như củ.,2,2
"Chất của màu đen hơi thô và đường chỉ k chắc chắn, mình mặc lần đầu tiên và đến cuối ngày thì chiếc đó đã bị bục 1 phần chỉ ở phần ống quần.",1,1
"Vải mỏng, mặc đc lần vải mục rách.",2,2
"chất liệu tốt , giá cả phù hợp , mặc đẹp.",4,4
"Mình nhận được hàng nhưng hàng bị may lỗi, đề nghị shop đổi lại cho mình.",2,2
"Shop phục vụ rất tốt, chị chủ nhiệt tình ghê luônn 😊 Thời gian giao hàng rất nhanh, rất đáng tiền.",5,5
"Áo đẹp hơn cả sự mong đợi; chất vải suông, rất mát.",5,5
Áo giống hình.,3,2
E rất rất thik ạ.,5,5
Vs tôi đánh giá 4 sao cho shop vậy.,3,3
"Áo lên chuẩn y hình, mình nghĩ ngắn nhưng dài hơn 1 tẹo, quà tặng cute Shop phục vụ rất tốt Rất đáng tiền.",3,3
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Nhưng nhìn chung đẹp.,4,5
Giao hàng nhanh.,5,5
Shop phục vụ cực kì kém.,1,1
Đáng đồng tiền bát gạo !!,5,5
Áo mỏng hơn so với mình nghĩ nhưng vẫn ok.,3,3
Rất đáng tiền.rất ưng.,5,5
Áo dễ thương.,4,5
"1 áo bị rách 1 lỗ, 1 áo giao ko đúng hàng.",4,4
Quần mềm và mỏng mát.,4,4
"Shop tư vấn rất nhiệt tình, đưa ra lựa chọn tốt cho khách hàng.",5,5
Thoải mái.,4,5
"Áo đẹp lắm, thích hơp vs các ban mặc sexy 1 tí vì phần nách hơi sâu 💙 vải dày, mát.",5,5
Hài lòng.,3,5
"Quá đẹp , Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, hàng đẹp như hình.",5,5
Chất lượng sản phẩm tuyệt vời!,5,5
Mặc cũng được.,3,4
Cảm ơn shop😚😚.,4,5
Ý không để shop chờ lâu việc nhân tiền!,2,2
Rat tốt,5,5
Shop phục vụ rất tốt.,5,5
Đáng đồng tiền.,5,5
Mình nghĩ áo này dành cho các bạn ngực bự thì có thể vì mập vì mang bầu tăng cân thì dây lưng nên dài hơn mới mặc vừa đc.,3,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,5,5
Hamg giao màu đúng theo yêu cầu.,5,5
Đóng gói sản phẩm chắc chắn.,4,5
"Áo đẹp,,tjme giao hàng nhanh.shop ti vấn nhiệt tình.",5,5
Rất thất vọng.,1,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Quần hội rộng.,3,3
Sản phẩm k như ý muốn.,2,1
Nhưng mua mặc đỡ trong tháng ở cữ nên cũng ok.,4,4
Form hơi rộng.,3,2
Shop phục vụ rất kém.áo ko đẹp như hình.,1,1
"Shop rất dễ thương nha, vải mịn mà mát cực!!!",5,5
Mua 3 cái đc nhận quà của shop thêm 1 cái ❤️❤️.,3,3
"Váy quá rộng, cúc bị rời hết ra.",3,3
quảng cáo quần có thun chỉnh bụng mà k có. sản phẩm cũng được.,3,3
Mặt rất im.,3,3
Thankss shop nhiều nha.,5,4
chị chủ shop dễ thương lắm nha. sợ mình mua mất phí ship tội nghiệp em gái tỉnh xa. chị tư vấn nhiệt tình.mà giao hàng nhanh như chim bay. đóng gói cẩn thận. mình sẽ ủng hộ shop dài dài vì iu chị chủ hiiii.,5,5
